product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0001786,Product 1786,Description of Product 1786,898.11,Furniture,1004,1004,Color:Blue;Size:XL;Material:Steel,LG,Smartphones;Gadgets
P0001787,Product 1787,Description of Product 1787,838.77,Electronics,1001,1002,Color:Blue;Size:M,LG,Living Room;Home
P0001788,Product 1788,Description of Product 1788,502.52,Kitchen,1003,1004,Color:Blue;Size:XL;Material:Steel,Ikea,Home;Kitchen
P0001789,Product 1789,Description of Product 1789,537.64,Toys,1005,1001,Color:Red;Size:XL,Samsung,Utensils;Living Room
P0001790,Product 1790,Description of Product 1790,845.03,Home Appliances,1002,1004,Color:Black;Size:M;Voltage:220V,Philips,Living Room;Kitchen
P0001791,Product 1791,Description of Product 1791,88.29,Furniture,1004,1005,Color:Blue;Size:M;Material:Wood,LG,Electronics;Home
P0001792,Product 1792,Description of Product 1792,354.9,Furniture,1004,1004,Color:Blue;Size:M;Material:Steel,Philips,Kitchen;Utensils
P0001793,Product 1793,Description of Product 1793,791.18,Kitchen,1003,1002,Color:Red;Size:S;Material:Wood,LG,Smartphones;Utensils
P0001794,Product 1794,Description of Product 1794,798.94,Furniture,1004,1003,Color:Brown;Size:L;Material:Steel,LG,Utensils;Living Room
P0001795,Product 1795,Description of Product 1795,796.84,Books,1006,1003,Color:Blue;Size:M,Samsung,Kitchen;Furniture
P0001796,Product 1796,Description of Product 1796,526.79,Kitchen,1003,,Color:Brown;Size:L;Material:Wood,Samsung,Gadgets;Kitchen
P0001797,Product 1797,Description of Product 1797,560.1,Toys,1005,1003,Color:Blue;Size:M,Philips,Electronics;Smartphones
P0001798,Product 1798,Description of Product 1798,281.01,Electronics,1001,1004,Color:Red;Size:L,LG,Gadgets;Smartphones
P0001799,Product 1799,Description of Product 1799,891.54,Electronics,1001,1001,Color:Red;Size:M,Panasonic,Gadgets;Smartphones
P0001800,Product 1800,Description of Product 1800,206.77,Toys,1005,1001,Color:White;Size:XL,Samsung,Utensils;Electronics
P0001801,Product 1801,Description of Product 1801,500.98,Furniture,1004,1005,Color:Black;Size:S;Material:Plastic,Philips,Utensils;Gadgets
P0001802,Product 1802,Description of Product 1802,698.51,Books,1006,,Color:Brown;Size:S,Sony,Electronics;Gadgets
P0001803,Product 1803,Description of Product 1803,808.98,Toys,1005,1002,Color:Red;Size:M,Philips,Electronics;Smartphones
P0001804,Product 1804,Description of Product 1804,147.34,Home Appliances,1002,1005,Color:Black;Size:M;Voltage:110V,Sony,Electronics;Living Room
P0001805,Product 1805,Description of Product 1805,152.58,Home Appliances,1002,1002,Color:Blue;Size:S;Voltage:110V,LG,Furniture;Utensils
P0001806,Product 1806,Description of Product 1806,410.7,Home Appliances,1002,1005,Color:Blue;Size:L;Voltage:110V,LG,Kitchen;Gadgets
P0001807,Product 1807,Description of Product 1807,583.54,Home Appliances,1002,1003,Color:White;Size:L;Voltage:110V,Ikea,Living Room;Furniture
P0001808,Product 1808,Description of Product 1808,48.62,Kitchen,1003,1004,Color:Black;Size:S;Material:Wood,Philips,Kitchen;Electronics
P0001809,Product 1809,Description of Product 1809,42.0,Toys,1005,,Color:Red;Size:S,Ikea,Utensils;Furniture
P0001810,Product 1810,Description of Product 1810,436.11,Electronics,1001,1004,Color:White;Size:XL,LG,Electronics;Home
P0001811,Product 1811,Description of Product 1811,180.44,Books,1006,1003,Color:White;Size:XL,LG,Home;Smartphones
P0001812,Product 1812,Description of Product 1812,904.53,Furniture,1004,1003,Color:Red;Size:M;Material:Wood,LG,Kitchen;Gadgets
P0001813,Product 1813,Description of Product 1813,878.67,Home Appliances,1002,1002,Color:Brown;Size:L;Voltage:110V,LG,Home;Utensils
P0001814,Product 1814,Description of Product 1814,231.51,Furniture,1004,1002,Color:Black;Size:M;Material:Steel,Panasonic,Living Room;Electronics
P0001815,Product 1815,Description of Product 1815,754.38,Electronics,1001,,Color:Black;Size:M,Philips,Kitchen;Gadgets
P0001816,Product 1816,Description of Product 1816,193.73,Books,1006,1005,Color:Blue;Size:XL,Panasonic,Furniture;Electronics
P0001817,Product 1817,Description of Product 1817,329.18,Home Appliances,1002,,Color:White;Size:M;Voltage:220V,LG,Gadgets;Utensils
P0001818,Product 1818,Description of Product 1818,498.91,Toys,1005,,Color:Red;Size:XL,LG,Smartphones;Gadgets
P0001819,Product 1819,Description of Product 1819,755.81,Home Appliances,1002,,Color:Blue;Size:XL;Voltage:110V,LG,Furniture;Home
P0001820,Product 1820,Description of Product 1820,509.02,Electronics,1001,,Color:White;Size:S,Samsung,Home;Kitchen
P0001821,Product 1821,Description of Product 1821,82.4,Furniture,1004,1002,Color:Brown;Size:XL;Material:Plastic,Philips,Utensils;Living Room
P0001822,Product 1822,Description of Product 1822,29.07,Furniture,1004,1004,Color:Black;Size:S;Material:Plastic,Samsung,Kitchen;Smartphones
P0001823,Product 1823,Description of Product 1823,570.02,Home Appliances,1002,1003,Color:White;Size:L;Voltage:220V,Sony,Utensils;Electronics
P0001824,Product 1824,Description of Product 1824,394.84,Books,1006,1003,Color:Red;Size:XL,Panasonic,Smartphones;Home
P0001825,Product 1825,Description of Product 1825,229.12,Books,1006,1005,Color:Brown;Size:XL,Panasonic,Kitchen;Gadgets
P0001826,Product 1826,Description of Product 1826,934.84,Books,1006,,Color:Brown;Size:S,Samsung,Kitchen;Utensils
P0001827,Product 1827,Description of Product 1827,223.13,Toys,1005,1003,Color:Black;Size:L,Philips,Utensils;Gadgets
P0001828,Product 1828,Description of Product 1828,969.29,Toys,1005,1004,Color:Blue;Size:M,Philips,Home;Utensils
P0001829,Product 1829,Description of Product 1829,284.87,Home Appliances,1002,1005,Color:White;Size:M;Voltage:110V,Sony,Living Room;Furniture
P0001830,Product 1830,Description of Product 1830,38.01,Kitchen,1003,1001,Color:Black;Size:L;Material:Plastic,Samsung,Utensils;Kitchen
P0001831,Product 1831,Description of Product 1831,22.15,Books,1006,1004,Color:Blue;Size:S,LG,Living Room;Gadgets
P0001832,Product 1832,Description of Product 1832,984.95,Toys,1005,1001,Color:Black;Size:XL,Ikea,Gadgets;Electronics
P0001833,Product 1833,Description of Product 1833,970.4,Electronics,1001,1003,Color:Brown;Size:XL,Sony,Electronics;Utensils
P0001834,Product 1834,Description of Product 1834,425.39,Furniture,1004,1001,Color:White;Size:XL;Material:Steel,LG,Smartphones;Electronics
P0001835,Product 1835,Description of Product 1835,791.52,Electronics,1001,1003,Color:Brown;Size:XL,Ikea,Gadgets;Kitchen
P0001836,Product 1836,Description of Product 1836,229.99,Home Appliances,1002,1003,Color:Brown;Size:M;Voltage:220V,LG,Gadgets;Utensils
P0001837,Product 1837,Description of Product 1837,137.73,Electronics,1001,1003,Color:White;Size:S,Samsung,Gadgets;Utensils
P0001838,Product 1838,Description of Product 1838,339.37,Home Appliances,1002,,Color:Blue;Size:S;Voltage:110V,Sony,Utensils;Furniture
P0001839,Product 1839,Description of Product 1839,496.07,Toys,1005,1001,Color:Black;Size:L,LG,Gadgets;Kitchen
P0001840,Product 1840,Description of Product 1840,769.49,Kitchen,1003,1003,Color:Red;Size:L;Material:Steel,Samsung,Utensils;Gadgets
P0001841,Product 1841,Description of Product 1841,196.9,Electronics,1001,1002,Color:Blue;Size:XL,Ikea,Furniture;Gadgets
P0001842,Product 1842,Description of Product 1842,593.95,Kitchen,1003,1004,Color:Red;Size:S;Material:Plastic,Sony,Utensils;Furniture
P0001843,Product 1843,Description of Product 1843,659.2,Books,1006,1003,Color:White;Size:S,LG,Furniture;Living Room
P0001844,Product 1844,Description of Product 1844,463.42,Toys,1005,1005,Color:Brown;Size:XL,Ikea,Electronics;Gadgets
P0001845,Product 1845,Description of Product 1845,99.0,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:220V,LG,Electronics;Kitchen
P0001846,Product 1846,Description of Product 1846,365.42,Electronics,1001,1004,Color:Red;Size:L,Sony,Electronics;Living Room
P0001847,Product 1847,Description of Product 1847,595.91,Books,1006,,Color:Blue;Size:S,Panasonic,Living Room;Furniture
P0001848,Product 1848,Description of Product 1848,857.86,Kitchen,1003,1003,Color:White;Size:M;Material:Steel,Samsung,Utensils;Smartphones
P0001849,Product 1849,Description of Product 1849,88.95,Home Appliances,1002,1002,Color:Black;Size:L;Voltage:110V,Samsung,Electronics;Living Room
P0001850,Product 1850,Description of Product 1850,492.73,Kitchen,1003,,Color:White;Size:XL;Material:Wood,Sony,Smartphones;Kitchen
P0001851,Product 1851,Description of Product 1851,619.14,Home Appliances,1002,,Color:Blue;Size:L;Voltage:110V,LG,Gadgets;Home
P0001852,Product 1852,Description of Product 1852,523.96,Books,1006,,Color:Brown;Size:XL,Sony,Electronics;Kitchen
P0001853,Product 1853,Description of Product 1853,999.62,Kitchen,1003,1001,Color:White;Size:S;Material:Wood,Samsung,Furniture;Utensils
P0001854,Product 1854,Description of Product 1854,511.9,Home Appliances,1002,,Color:Brown;Size:M;Voltage:110V,Panasonic,Kitchen;Utensils
P0001855,Product 1855,Description of Product 1855,626.36,Books,1006,1002,Color:Red;Size:S,Panasonic,Electronics;Utensils
P0001856,Product 1856,Description of Product 1856,674.91,Home Appliances,1002,,Color:Blue;Size:M;Voltage:220V,LG,Utensils;Living Room
P0001857,Product 1857,Description of Product 1857,537.26,Books,1006,1004,Color:Black;Size:L,Philips,Living Room;Utensils
P0001858,Product 1858,Description of Product 1858,469.61,Electronics,1001,1002,Color:Black;Size:S,Sony,Smartphones;Utensils
P0001859,Product 1859,Description of Product 1859,87.73,Toys,1005,1001,Color:White;Size:M,Samsung,Gadgets;Smartphones
P0001860,Product 1860,Description of Product 1860,720.65,Home Appliances,1002,1003,Color:Brown;Size:XL;Voltage:220V,LG,Utensils;Kitchen
P0001861,Product 1861,Description of Product 1861,177.64,Books,1006,1002,Color:White;Size:XL,Philips,Electronics;Smartphones
P0001862,Product 1862,Description of Product 1862,648.33,Books,1006,,Color:Black;Size:XL,Sony,Home;Smartphones
P0001863,Product 1863,Description of Product 1863,930.95,Books,1006,1002,Color:Red;Size:XL,Panasonic,Electronics;Gadgets
P0001864,Product 1864,Description of Product 1864,751.49,Books,1006,1002,Color:Red;Size:M,Panasonic,Kitchen;Gadgets
P0001865,Product 1865,Description of Product 1865,925.6,Furniture,1004,1001,Color:Red;Size:M;Material:Wood,Sony,Kitchen;Gadgets
P0001866,Product 1866,Description of Product 1866,126.42,Books,1006,1001,Color:Brown;Size:XL,Sony,Furniture;Kitchen
P0001867,Product 1867,Description of Product 1867,170.98,Kitchen,1003,,Color:Blue;Size:XL;Material:Steel,Sony,Electronics;Living Room
P0001868,Product 1868,Description of Product 1868,890.49,Home Appliances,1002,1002,Color:Red;Size:S;Voltage:110V,Samsung,Furniture;Kitchen
P0001869,Product 1869,Description of Product 1869,659.02,Toys,1005,,Color:Brown;Size:XL,Samsung,Furniture;Kitchen
P0001870,Product 1870,Description of Product 1870,887.22,Toys,1005,1004,Color:Red;Size:L,Philips,Utensils;Home
P0001871,Product 1871,Description of Product 1871,226.42,Home Appliances,1002,1001,Color:Blue;Size:L;Voltage:110V,Panasonic,Smartphones;Electronics
P0001872,Product 1872,Description of Product 1872,909.68,Furniture,1004,1002,Color:Blue;Size:M;Material:Steel,Ikea,Gadgets;Furniture
P0001873,Product 1873,Description of Product 1873,237.98,Books,1006,1001,Color:Blue;Size:M,Ikea,Utensils;Gadgets
P0001874,Product 1874,Description of Product 1874,270.73,Furniture,1004,1004,Color:Black;Size:S;Material:Plastic,Philips,Smartphones;Utensils
P0001875,Product 1875,Description of Product 1875,155.46,Toys,1005,1003,Color:Brown;Size:S,Philips,Furniture;Gadgets
P0001876,Product 1876,Description of Product 1876,739.54,Toys,1005,1001,Color:Black;Size:M,Philips,Living Room;Utensils
P0001877,Product 1877,Description of Product 1877,475.68,Furniture,1004,1002,Color:Brown;Size:M;Material:Wood,Samsung,Home;Gadgets
P0001878,Product 1878,Description of Product 1878,430.2,Kitchen,1003,1002,Color:White;Size:XL;Material:Plastic,LG,Home;Kitchen
P0001879,Product 1879,Description of Product 1879,121.42,Kitchen,1003,1005,Color:Blue;Size:M;Material:Steel,Samsung,Furniture;Kitchen
P0001880,Product 1880,Description of Product 1880,17.88,Furniture,1004,1001,Color:Brown;Size:M;Material:Wood,Philips,Home;Furniture
P0001881,Product 1881,Description of Product 1881,374.66,Kitchen,1003,1001,Color:Black;Size:M;Material:Steel,Philips,Living Room;Utensils
P0001882,Product 1882,Description of Product 1882,416.86,Kitchen,1003,1005,Color:Black;Size:M;Material:Steel,Sony,Kitchen;Living Room
P0001883,Product 1883,Description of Product 1883,42.29,Home Appliances,1002,,Color:Brown;Size:XL;Voltage:220V,Sony,Gadgets;Furniture
P0001884,Product 1884,Description of Product 1884,679.21,Furniture,1004,1002,Color:Blue;Size:S;Material:Wood,LG,Living Room;Utensils
P0001885,Product 1885,Description of Product 1885,206.59,Books,1006,1002,Color:Blue;Size:S,Samsung,Gadgets;Utensils
P0001886,Product 1886,Description of Product 1886,741.88,Furniture,1004,1001,Color:Black;Size:M;Material:Steel,Sony,Kitchen;Gadgets
P0001887,Product 1887,Description of Product 1887,192.02,Home Appliances,1002,1002,Color:Brown;Size:XL;Voltage:110V,Ikea,Smartphones;Kitchen
P0001888,Product 1888,Description of Product 1888,31.12,Kitchen,1003,1005,Color:White;Size:M;Material:Wood,Ikea,Gadgets;Living Room
P0001889,Product 1889,Description of Product 1889,197.16,Home Appliances,1002,1002,Color:Black;Size:M;Voltage:220V,Samsung,Kitchen;Utensils
P0001890,Product 1890,Description of Product 1890,599.75,Kitchen,1003,1003,Color:White;Size:L;Material:Wood,Samsung,Home;Kitchen
P0001891,Product 1891,Description of Product 1891,72.03,Toys,1005,1005,Color:White;Size:L,Panasonic,Smartphones;Kitchen
P0001892,Product 1892,Description of Product 1892,595.95,Books,1006,1005,Color:White;Size:XL,Ikea,Kitchen;Gadgets
P0001893,Product 1893,Description of Product 1893,159.25,Kitchen,1003,1005,Color:White;Size:S;Material:Wood,Philips,Furniture;Kitchen
P0001894,Product 1894,Description of Product 1894,508.57,Furniture,1004,1001,Color:Red;Size:XL;Material:Wood,Ikea,Kitchen;Electronics
P0001895,Product 1895,Description of Product 1895,337.04,Books,1006,1004,Color:Black;Size:M,Samsung,Smartphones;Electronics
P0001896,Product 1896,Description of Product 1896,815.7,Kitchen,1003,1001,Color:Red;Size:S;Material:Wood,Ikea,Smartphones;Living Room
P0001897,Product 1897,Description of Product 1897,248.83,Books,1006,1002,Color:White;Size:L,Sony,Kitchen;Living Room
P0001898,Product 1898,Description of Product 1898,455.86,Books,1006,,Color:Blue;Size:M,Samsung,Gadgets;Living Room
P0001899,Product 1899,Description of Product 1899,744.41,Electronics,1001,1005,Color:Brown;Size:S,Sony,Gadgets;Smartphones
P0001900,Product 1900,Description of Product 1900,193.47,Toys,1005,1003,Color:Red;Size:S,Samsung,Furniture;Gadgets
P0001901,Product 1901,Description of Product 1901,163.32,Books,1006,,Color:Black;Size:XL,Philips,Kitchen;Furniture
P0001902,Product 1902,Description of Product 1902,576.6,Books,1006,1001,Color:White;Size:S,Samsung,Home;Smartphones
P0001903,Product 1903,Description of Product 1903,189.52,Furniture,1004,1001,Color:Blue;Size:M;Material:Plastic,LG,Gadgets;Furniture
P0001904,Product 1904,Description of Product 1904,914.46,Kitchen,1003,1003,Color:White;Size:M;Material:Plastic,LG,Kitchen;Living Room
P0001905,Product 1905,Description of Product 1905,999.76,Furniture,1004,1001,Color:Brown;Size:XL;Material:Wood,Samsung,Smartphones;Utensils
P0001906,Product 1906,Description of Product 1906,456.26,Kitchen,1003,1005,Color:White;Size:XL;Material:Wood,Samsung,Furniture;Living Room
P0001907,Product 1907,Description of Product 1907,337.16,Furniture,1004,1002,Color:Red;Size:L;Material:Wood,Panasonic,Furniture;Home
P0001908,Product 1908,Description of Product 1908,567.4,Kitchen,1003,1001,Color:Black;Size:L;Material:Wood,Ikea,Home;Smartphones
P0001909,Product 1909,Description of Product 1909,769.26,Kitchen,1003,,Color:Black;Size:S;Material:Wood,Ikea,Living Room;Home
P0001910,Product 1910,Description of Product 1910,870.02,Books,1006,1002,Color:Black;Size:XL,LG,Living Room;Kitchen
P0001911,Product 1911,Description of Product 1911,410.11,Kitchen,1003,1001,Color:Blue;Size:M;Material:Steel,Ikea,Gadgets;Living Room
P0001912,Product 1912,Description of Product 1912,323.63,Toys,1005,1001,Color:Blue;Size:XL,Samsung,Living Room;Utensils
P0001913,Product 1913,Description of Product 1913,625.92,Books,1006,1004,Color:Red;Size:M,Samsung,Gadgets;Electronics
P0001914,Product 1914,Description of Product 1914,115.71,Kitchen,1003,1003,Color:White;Size:S;Material:Plastic,LG,Home;Kitchen
P0001915,Product 1915,Description of Product 1915,482.24,Kitchen,1003,1004,Color:Blue;Size:M;Material:Steel,Samsung,Smartphones;Electronics
P0001916,Product 1916,Description of Product 1916,19.88,Toys,1005,,Color:Brown;Size:M,LG,Smartphones;Utensils
P0001917,Product 1917,Description of Product 1917,157.08,Home Appliances,1002,1004,Color:Blue;Size:S;Voltage:220V,Philips,Electronics;Home
P0001918,Product 1918,Description of Product 1918,481.31,Electronics,1001,1003,Color:Red;Size:L,Philips,Electronics;Home
P0001919,Product 1919,Description of Product 1919,311.64,Kitchen,1003,1004,Color:Blue;Size:S;Material:Wood,Ikea,Home;Furniture
P0001920,Product 1920,Description of Product 1920,615.54,Toys,1005,1003,Color:Blue;Size:M,Samsung,Utensils;Home
P0001921,Product 1921,Description of Product 1921,487.17,Books,1006,1001,Color:Blue;Size:XL,Philips,Home;Electronics
P0001922,Product 1922,Description of Product 1922,683.15,Home Appliances,1002,1001,Color:Red;Size:L;Voltage:220V,Panasonic,Home;Living Room
P0001923,Product 1923,Description of Product 1923,231.14,Toys,1005,,Color:Blue;Size:S,Sony,Kitchen;Smartphones
P0001924,Product 1924,Description of Product 1924,226.07,Electronics,1001,1004,Color:Black;Size:M,Philips,Electronics;Furniture
P0001925,Product 1925,Description of Product 1925,387.13,Home Appliances,1002,1003,Color:Red;Size:S;Voltage:110V,Samsung,Furniture;Home
P0001926,Product 1926,Description of Product 1926,74.36,Kitchen,1003,,Color:Red;Size:S;Material:Steel,Panasonic,Utensils;Kitchen
